{'seed': 2024, 'model': 'MF', 'dataset': 'MIND', 'min_interaction': 10, 'noise': 0.0, 'add_p': 1.0, 'out_dim': 64, 'use_gpu': True, 'device': device(type='cuda'), 'device_id': [0], 'batch_size': 2048, 'test_batch_size': 2048, 'patience': 100, 'val_interval': 20, 'lr': 0.01, 'weight_decay': 0.001, 'min_epochs': 40, 'n_epochs': 100, 'rec_top_k': [20, 50], 'method': 'VQ', 'temp': 0.1, 'item_num': 5, 'num_codebook': 512, 'num_hirearchy': 3, 'begin_adv': 20, 'main_file': '2025041710_0.01_0.001_20_512'}
MF
{'device': device(type='cuda'), 'dim': 64, 'denoise_config': {'num_codebook': 512, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 20}}
#User: 38441, #Item: 38000, #Ratings: 1210953, AvgLen: 31.5, Sparsity: 99.92
Create Dataloader with batch_size:2048
Epoch 0: Rec Loss: 0.4536, Time: 6.71
Epoch 1: Rec Loss: 0.1319, Time: 6.59
Epoch 2: Rec Loss: 0.1086, Time: 6.59
Epoch 3: Rec Loss: 0.0995, Time: 6.57
Epoch 4: Rec Loss: 0.0945, Time: 6.58
Epoch 5: Rec Loss: 0.0908, Time: 6.58
Epoch 6: Rec Loss: 0.0882, Time: 6.59
Epoch 7: Rec Loss: 0.0862, Time: 6.56
Epoch 8: Rec Loss: 0.0853, Time: 6.59
Epoch 9: Rec Loss: 0.0836, Time: 6.59
Epoch 10: Rec Loss: 0.0825, Time: 6.58
Epoch 11: Rec Loss: 0.0817, Time: 6.59
Epoch 12: Rec Loss: 0.0812, Time: 6.58
Epoch 13: Rec Loss: 0.0801, Time: 6.61
Epoch 14: Rec Loss: 0.0797, Time: 6.58
Epoch 15: Rec Loss: 0.0793, Time: 6.59
Epoch 16: Rec Loss: 0.0784, Time: 6.59
Epoch 17: Rec Loss: 0.0781, Time: 6.58
Epoch 18: Rec Loss: 0.0774, Time: 6.58
Epoch 19: Rec Loss: 0.0769, Time: 6.63
Validation - Time: 154.11
Recommendation Performanceat Epoch 19:
Recall@20: 0.0385, NDCG@20: 0.0210;
